restaurant_id,name,city,neighborhood,status,your_note,google_maps_url,source,price_tier,public_rating,public_review_count,cuisine
nyc_cote_korean_steakhouse,COTE Korean Steakhouse,NYC,,want_to_try,-,https://www.google.com/maps/place/COTE+Korean+Steakhouse/data=!4m2!3m1!1s0x89c259a384775443:0x4ad3dc8a6c30ce40,google_maps,,,,
nyc_okiboru_house_of_udon,Okiboru House of Udon,NYC,,want_to_try,-,https://www.google.com/maps/place/Okiboru+House+of+Udon/data=!4m2!3m1!1s0x89c259005266011f:0xb0f1eba80963810b,google_maps,,,,
nyc_apollo_bagels,Apollo Bagels,NYC,,want_to_try,-,https://www.google.com/maps/place/Apollo+Bagels/data=!4m2!3m1!1s0x89c259006b5f41ef:0x87200d2c9acee1d0,google_maps,,,,
nyc_mariscos_el_submarino,Mariscos El Submarino,NYC,,want_to_try,-,https://www.google.com/maps/place/Mariscos+El+Submarino/data=!4m2!3m1!1s0x89c25900040f84ad:0xb34adbdef2a377cb,google_maps,,,,
nyc_xian_famous_foods_西安名吃_chelsea,Xi'an Famous Foods 西安名吃 | Chelsea,NYC,,want_to_try,-,https://www.google.com/maps/place/Xi'an+Famous+Foods+%E8%A5%BF%E5%AE%89%E5%90%8D%E5%90%83+%7C+Chelsea/data=!4m2!3m1!1s0x89c25983b2c2cc5d:0x57dd52edcaf34e0a,google_maps,,,,
nyc_chez_fifi,Chez Fifi,NYC,,want_to_try,-,https://www.google.com/maps/place/Chez+Fifi/data=!4m2!3m1!1s0x89c2597bdfbe9e09:0xea0f5572e01a2922,google_maps,,,,
nyc_musaafer,Musaafer,NYC,,want_to_try,-,https://www.google.com/maps/place/Musaafer/data=!4m2!3m1!1s0x89c25b0003b521d3:0x5aff9b19dec3fd45,google_maps,,,,
nyc_kabawa,Kabawa,NYC,,want_to_try,-,https://www.google.com/maps/place/Kabawa/data=!4m2!3m1!1s0x89c259562e73ceeb:0xf8ca883f62224a88,google_maps,,,,
nyc_i_cavallini,I Cavallini,NYC,,want_to_try,-,https://www.google.com/maps/place/I+Cavallini/data=!4m2!3m1!1s0x89c2594ef13aecb1:0x98f1387f2bfca4ac,google_maps,,,,
nyc_the_eighty_six,The Eighty Six,NYC,,want_to_try,-,https://www.google.com/maps/place/The+Eighty+Six/data=!4m2!3m1!1s0x89c2592129d9ee61:0x84fbdc9bcdb1bdfd,google_maps,,,,
nyc_naks,Naks,NYC,,want_to_try,philipino salted eggyolk pancake,https://www.google.com/maps/place/Naks/data=!4m2!3m1!1s0x89c259f3112bf641:0x8c1f9ace6487f214,google_maps,,,,
nyc_maison_premiere,Maison Premiere,NYC,,want_to_try,oyster bars,https://www.google.com/maps/place/Maison+Premiere/data=!4m2!3m1!1s0x89c259604f86f55b:0xcb55e54de2d99b36,google_maps,,,,
nyc_dirty_french_new_york,Dirty French New York,NYC,,want_to_try,holiday spirit,https://www.google.com/maps/place/Dirty+French+New+York/data=!4m2!3m1!1s0x89c25983c32271ad:0xe2272c4f253e9dc6,google_maps,,,,
nyc_ariari,ARIARI,NYC,,want_to_try,korean tapas,https://www.google.com/maps/place/ARIARI/data=!4m2!3m1!1s0x89c2594515c94085:0x6ac58ecc6611d190,google_maps,,,,
nyc_shinn_east,SHINN EAST,NYC,,want_to_try,$69 thirteen course omakase,https://www.google.com/maps/place/SHINN+EAST/data=!4m2!3m1!1s0x89c25922c0fda33d:0x86742905ba29c6c1,google_maps,,,,
nyc_sozai_japanese_restaurant_izakaya_ramen,Sozai Japanese Restaurant (Izakaya Ramen),NYC,,want_to_try,lowkey spot,https://www.google.com/maps/place/Sozai+Japanese+Restaurant+(Izakaya+Ramen)/data=!4m2!3m1!1s0x89c2592173e83c91:0x649b09d198ca2d70,google_maps,,,,
nyc_yoko_cho,YOKO-CHO,NYC,,want_to_try,cozy japanese,https://www.google.com/maps/place/YOKO-CHO/data=!4m2!3m1!1s0x89c25972076334e7:0x636b99d0fc5108d4,google_maps,,,,
nyc_monkey_bar,Monkey Bar,NYC,,want_to_try,"classic, been wanting to go",https://www.google.com/maps/place/Monkey+Bar/data=!4m2!3m1!1s0x89c258fb1466d69b:0x58ecf24f96cc68e0,google_maps,,,,
nyc_the_nines,The Nines,NYC,,want_to_try,cozy fancy vibes,https://www.google.com/maps/place/The+Nines/data=!4m2!3m1!1s0x89c25998def2f209:0x20226532db7c1e62,google_maps,,,,
nyc_the_portrait_bar,The Portrait Bar,NYC,,want_to_try,"cute vibes, fancy",https://www.google.com/maps/place/The+Portrait+Bar/data=!4m2!3m1!1s0x89c25962f807eea3:0xa7ec47d2038833eb,google_maps,,,,
nyc_lobby_bar_at_the_hotel_chelsea,Lobby Bar at The Hotel Chelsea,NYC,,want_to_try,date night,https://www.google.com/maps/place/Lobby+Bar+at+The+Hotel+Chelsea/data=!4m2!3m1!1s0x89c259ccab5cb0d9:0xd992a61729fd64c9,google_maps,,,,
nyc_4_charles_prime_rib,4 Charles Prime Rib,NYC,,want_to_try,fancy steakhouse,https://www.google.com/maps/place/4+Charles+Prime+Rib/data=!4m2!3m1!1s0x89c259942a0eb0fb:0x157ade6f9c17ad32,google_maps,,,,
nyc_the_polo_bar,The Polo Bar,NYC,,want_to_try,classic date night,https://www.google.com/maps/place/The+Polo+Bar/data=!4m2!3m1!1s0x89c258fa56f86f63:0xe55c54ab602c385e,google_maps,,,,
nyc_swan_room,Swan Room,NYC,,want_to_try,date night,https://www.google.com/maps/place/Swan+Room/data=!4m2!3m1!1s0x89c25bbb948c5fa7:0xa04abe4decc5dec3,google_maps,,,,
nyc_bemelmans_bar,Bemelmans Bar,NYC,,want_to_try,fancy dinner,https://www.google.com/maps/place/Bemelmans+Bar/data=!4m2!3m1!1s0x89c25894f6830e11:0xa96f889c0194ea4b,google_maps,,,,
nyc_waverly_inn,Waverly Inn,NYC,,want_to_try,fancy date night vibes,https://www.google.com/maps/place/Waverly+Inn/data=!4m2!3m1!1s0x89c25995951c53c7:0x91a0c347d5d447bb,google_maps,,,,
nyc_the_campbell,The Campbell,NYC,,want_to_try,casual drinks,https://www.google.com/maps/place/The+Campbell/data=!4m2!3m1!1s0x89c2590189300cbd:0xb94e6b9642523640,google_maps,,,,
nyc_minetta_tavern,Minetta Tavern,NYC,,want_to_try,"old money, date night vibes",https://www.google.com/maps/place/Minetta+Tavern/data=!4m2!3m1!1s0x89c2599196190779:0xf5f0efaba6878e,google_maps,,,,
